customerID,gender,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,tenure_group,Churn
8399-YNDCH,Male,21,60.05,1236.15,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
3164-YAXFY,Male,57,53.75,3196.00,Month-to-month,DSL,"Electronic check",Loyal,No
0887-WBJVH,Female,53,93.45,4872.20,"One year","Fiber optic","Electronic check",Loyal,No
4660-IRIBM,Male,18,87.90,1500.50,Month-to-month,"Fiber optic","Mailed check",Loyal,No
5673-FSSMF,Female,1,60.15,60.15,Month-to-month,DSL,"Electronic check",New,Yes
7670-ZBPOQ,Female,58,61.05,3478.75,"One year",DSL,"Bank transfer (automatic)",Loyal,No
8089-UZWLX,Female,71,104.05,7413.55,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0080-OROZO,Female,35,99.25,3532.00,"One year","Fiber optic","Electronic check",Loyal,No
3916-NRPAP,Male,3,85.70,256.75,Month-to-month,"Fiber optic","Credit card (automatic)",New,No
6807-SIWJI,Male,38,104.85,3887.25,"One year","Fiber optic","Electronic check",Loyal,No
8221-HVAYI,Male,35,69.15,2490.15,"Two year",DSL,"Credit card (automatic)",Loyal,No
1579-KLYDT,Male,7,90.45,593.45,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
5232-NXPAY,Female,47,74.45,3510.30,"Two year",DSL,"Mailed check",Loyal,No
8967-SZQAS,Female,14,50.45,765.45,Month-to-month,DSL,"Electronic check",Loyal,No
4468-KAZHE,Female,20,60.00,1259.35,Month-to-month,DSL,"Electronic check",Loyal,No
0455-ENTCR,Male,66,85.25,5538.35,"Two year",DSL,"Electronic check",Loyal,No
7126-RBHSD,Female,17,78.90,1348.95,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5370-IIVVL,Male,37,104.50,3778.00,"One year","Fiber optic","Credit card (automatic)",Loyal,No
6789-HJBWG,Female,12,49.40,611.65,Month-to-month,DSL,"Electronic check",Mid,No
3927-NLNRY,Male,53,94.25,4867.95,"One year","Fiber optic","Bank transfer (automatic)",Loyal,Yes
6791-YBNAK,Male,18,25.55,467.85,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
6358-LYNGM,Male,1,74.90,74.90,Month-to-month,"Fiber optic","Electronic check",New,Yes
6077-BDPXA,Female,3,70.15,194.20,Month-to-month,"Fiber optic","Electronic check",New,No
0013-MHZWF,Female,9,69.40,571.45,Month-to-month,DSL,"Credit card (automatic)",Mid,No
5494-HECPR,Female,1,80.25,80.25,Month-to-month,"Fiber optic","Electronic check",New,Yes
8268-YDIXR,Male,56,93.15,5253.95,"One year","Fiber optic","Electronic check",Loyal,No
9824-BEMCV,Male,17,69.00,1149.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1373-ORVIZ,Female,11,66.35,740.80,Month-to-month,DSL,"Electronic check",Mid,Yes
4291-SHSBH,Male,7,69.55,521.35,Month-to-month,"Fiber optic","Electronic check",Mid,No
9866-QEVEE,Male,19,86.00,1532.45,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
9897-KXHCM,Female,3,80.30,250.05,Month-to-month,"Fiber optic","Electronic check",New,Yes
7979-CORPM,Male,24,90.55,2282.55,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
2294-DMMUS,Female,62,70.45,4300.45,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
0872-JCPIB,Male,17,65.75,1111.20,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
3055-MJDSB,Male,9,24.60,190.10,Month-to-month,DSL,"Mailed check",Mid,No
9091-WTUUY,Male,64,69.25,4447.75,"Two year",DSL,"Mailed check",Loyal,No
1618-CFHME,Female,2,75.90,143.35,Month-to-month,"Fiber optic","Electronic check",New,Yes
3165-HDOEW,Male,1,45.85,45.85,Month-to-month,DSL,"Mailed check",New,Yes
6581-NQCBA,Female,16,49.95,810.20,Month-to-month,DSL,"Electronic check",Loyal,Yes
8496-DMZUK,Male,30,90.40,2820.65,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
2040-VZIKE,Female,49,100.85,4847.35,Month-to-month,"Fiber optic","Mailed check",Loyal,No
9068-VPWQQ,Male,61,75.35,4729.30,"Two year",DSL,"Credit card (automatic)",Loyal,No
0178-SZBHO,Male,47,87.20,4017.45,Month-to-month,"Fiber optic","Electronic check",Loyal,No
0384-RVBPI,Male,20,64.40,1398.60,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
1689-MRZQR,Male,34,78.30,2564.30,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4525-VZCZG,Male,54,105.85,5826.65,"One year","Fiber optic","Electronic check",Loyal,No
1543-LLLFT,Male,61,98.30,6066.55,"One year","Fiber optic","Mailed check",Loyal,No
5835-BEQEU,Male,3,76.95,228.40,Month-to-month,"Fiber optic","Electronic check",New,Yes
5565-FILXA,Female,16,96.15,1529.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0319-QZTCO,Female,3,58.70,168.60,Month-to-month,DSL,"Credit card (automatic)",New,No
0096-FCPUF,Male,30,64.50,1888.45,Month-to-month,DSL,"Mailed check",Loyal,No
0668-OGMHD,Female,21,28.50,629.35,Month-to-month,DSL,"Electronic check",Loyal,No
5552-ZNFSJ,Male,1,45.30,45.30,Month-to-month,DSL,"Electronic check",New,Yes
6507-ZJSUR,Male,23,90.45,2117.25,Month-to-month,"Fiber optic","Electronic check",Loyal,No
9408-HRXRK,Female,45,105.15,4730.90,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5593-SUAOO,Female,24,83.15,2033.05,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
7321-PKUYW,Female,11,90.15,987.95,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
2833-SLKDQ,Male,1,45.05,45.05,Month-to-month,DSL,"Mailed check",New,Yes
6766-HFKLA,Female,56,103.20,5744.35,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
7595-EUIVN,Female,1,75.80,75.80,Month-to-month,"Fiber optic","Electronic check",New,Yes
2026-TGDHM,Female,7,79.30,523.15,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
9220-ZNKJI,Female,55,88.80,4805.30,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
4030-VPZBD,Female,2,30.90,59.05,Month-to-month,DSL,"Electronic check",New,Yes
2226-ICFDO,Female,72,85.90,6110.75,"Two year",DSL,"Credit card (automatic)",Loyal,No
0723-VSOBE,Female,45,34.20,1596.60,"One year",DSL,"Electronic check",Loyal,No
4187-CINZD,Female,46,95.25,4424.20,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
9992-UJOEL,Male,2,50.30,92.75,Month-to-month,DSL,"Mailed check",New,No
4741-WWJQZ,Female,2,80.15,194.55,Month-to-month,"Fiber optic","Electronic check",New,No
6625-UTXEW,Female,12,51.25,612.10,Month-to-month,DSL,"Electronic check",Mid,No
6818-WOBHJ,Female,68,89.60,6127.60,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
6244-BESBM,Male,69,95.20,6671.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
1004-NOZNR,Male,56,94.80,5264.30,"One year","Fiber optic","Credit card (automatic)",Loyal,No
1251-STYSZ,Female,4,80.25,303.70,Month-to-month,"Fiber optic","Electronic check",New,No
2612-PHGOX,Male,64,76.10,4818.80,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
2408-TZMJL,Male,59,110.15,6448.05,"One year","Fiber optic","Electronic check",Loyal,Yes
8480-PPONV,Male,62,115.55,7159.05,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
4598-ZADCK,Female,53,53.60,2879.20,"One year",DSL,"Electronic check",Loyal,No
9681-KYGYB,Male,49,88.20,4159.45,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7182-OVLBJ,Female,62,101.15,6638.35,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
5095-ETBRJ,Female,55,56.80,3112.05,"Two year",DSL,"Mailed check",Loyal,No
7005-CYUIL,Female,71,99.40,7168.25,"Two year","Fiber optic","Electronic check",Loyal,No
4730-AWNAU,Male,36,60.70,2234.55,"One year",DSL,"Credit card (automatic)",Loyal,No
2388-LAESQ,Female,72,114.85,8317.95,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
6260-ONULR,Male,1,62.80,62.80,Month-to-month,DSL,"Mailed check",New,No
4389-UEFCZ,Female,72,105.50,7544.00,"Two year","Fiber optic","Electronic check",Loyal,No
9134-CEQMF,Male,7,89.50,676.70,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
8985-OOPOS,Female,1,74.10,74.10,"One year",DSL,"Credit card (automatic)",New,No
8800-ZKRFW,Female,30,107.50,3242.50,Month-to-month,"Fiber optic","Electronic check",Loyal,No
9968-FFVVH,Male,63,68.80,4111.35,"One year",DSL,"Bank transfer (automatic)",Loyal,No
3108-PCCGG,Male,72,84.45,5899.85,"Two year",DSL,"Credit card (automatic)",Loyal,No
7993-PYKOF,Male,8,75.00,632.95,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
8390-FESFV,Female,62,84.50,5193.20,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3022-BEXHZ,Male,67,111.20,7530.80,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
5027-XWQHA,Male,6,44.75,270.95,Month-to-month,DSL,"Electronic check",New,Yes
6248-TKCQV,Female,70,80.60,5460.20,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
6729-GDNGC,Female,20,80.70,1614.20,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
6198-ZFIOJ,Female,5,75.60,402.50,Month-to-month,"Fiber optic","Electronic check",New,No
5989-OMNJE,Female,24,57.60,1367.75,"One year",DSL,"Electronic check",Loyal,No
4566-QVRRW,Female,11,44.05,483.70,Month-to-month,DSL,"Electronic check",Mid,Yes
1291-CUOCY,Male,72,110.60,7962.20,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9795-SHUHB,Female,66,58.20,3810.80,"Two year",DSL,"Credit card (automatic)",Loyal,No
3230-IUALN,Female,45,81.00,3533.60,"Two year",DSL,"Mailed check",Loyal,No
8519-IMDHU,Male,15,85.60,1345.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
4945-RVMTE,Female,28,59.55,1646.45,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0201-OAMXR,Female,70,115.55,8127.60,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
1866-NXPSP,Female,36,75.55,2680.15,"One year",DSL,"Mailed check",Loyal,No
3372-KWFBM,Male,16,86.60,1281.00,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7831-QGOXH,Female,18,85.20,1553.90,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6393-WRYZE,Female,34,97.65,3207.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3941-XTSKM,Male,42,45.10,2049.05,"One year",DSL,"Credit card (automatic)",Loyal,No
1661-CZBAU,Male,48,70.95,3629.20,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6599-RCLCJ,Male,47,109.55,5124.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9831-BPFRI,Female,39,89.55,3474.45,"One year","Fiber optic","Electronic check",Loyal,Yes
1907-YLNYW,Male,8,66.70,579.00,Month-to-month,DSL,"Electronic check",Mid,No
8947-YRTDV,Male,32,94.80,3131.55,"One year","Fiber optic","Mailed check",Loyal,No
3161-ONRWK,Male,60,65.85,3928.30,"One year",DSL,"Bank transfer (automatic)",Loyal,No
7206-GZCDC,Female,1,69.25,69.25,Month-to-month,"Fiber optic","Electronic check",New,Yes
6682-VCIXC,Female,43,51.25,2151.60,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4791-QRGMF,Male,59,99.50,5961.10,"One year","Fiber optic","Bank transfer (automatic)",Loyal,Yes
6475-VHUIZ,Female,23,54.25,1221.55,Month-to-month,DSL,"Electronic check",Loyal,No
0661-WCQNQ,Male,22,56.25,1292.20,"One year",DSL,"Credit card (automatic)",Loyal,No
7537-RBWEA,Female,1,25.15,25.15,Month-to-month,DSL,"Mailed check",New,No
0121-SNYRK,Male,50,35.40,1748.90,"One year",DSL,"Mailed check",Loyal,No
1768-ZAIFU,Female,1,25.20,25.20,Month-to-month,DSL,"Electronic check",New,Yes
4671-LXRDQ,Male,2,45.00,96.45,Month-to-month,DSL,"Mailed check",New,Yes
3733-LSYCE,Female,15,75.35,1114.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
3838-OZURD,Male,66,105.00,7133.25,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
9269-CQOOL,Male,3,54.70,169.45,Month-to-month,DSL,"Credit card (automatic)",New,Yes
7690-KPNCU,Male,64,73.05,4688.65,"One year",DSL,"Credit card (automatic)",Loyal,No
2293-IJWPS,Female,57,100.75,5985.00,"One year","Fiber optic","Credit card (automatic)",Loyal,No
2845-HSJCY,Female,14,87.25,1258.60,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1184-PJVDB,Male,10,79.95,857.20,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
2625-TRCZQ,Female,51,49.65,2553.35,Month-to-month,DSL,"Electronic check",Loyal,No
4102-HLENU,Female,67,65.65,4322.85,"Two year",DSL,"Mailed check",Loyal,No
7722-VJRQD,Male,72,60.95,4549.05,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
9415-DPEWS,Female,18,88.35,1639.30,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0196-JTUQI,Female,9,75.20,633.85,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,No
7130-YXBRO,Male,48,111.45,5315.10,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
9272-LSVYH,Male,10,70.15,735.50,Month-to-month,"Fiber optic","Mailed check",Mid,No
7943-RQCHR,Female,9,94.75,889.90,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
3793-MMFUH,Female,13,95.05,1290.00,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3249-ZPQRG,Male,4,78.45,330.05,Month-to-month,"Fiber optic","Electronic check",New,Yes
2568-BRGYX,Male,4,70.20,237.95,Month-to-month,"Fiber optic","Electronic check",New,Yes
3084-DOWLE,Female,72,92.00,6474.40,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
1084-MNSMJ,Female,51,85.50,4421.95,"Two year",DSL,"Credit card (automatic)",Loyal,No
7721-JXEAW,Male,59,41.05,2452.70,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
7249-WBIYX,Male,10,85.60,813.85,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
4238-HFHSN,Male,61,82.15,4904.85,Month-to-month,"Fiber optic","Electronic check",Loyal,No
6250-CGGUN,Male,54,84.40,4484.05,"One year","Fiber optic","Electronic check",Loyal,No
5478-JJVZK,Female,33,60.90,2033.85,Month-to-month,DSL,"Mailed check",Loyal,No
6567-HOOPW,Female,1,79.20,79.20,Month-to-month,"Fiber optic","Electronic check",New,Yes
9793-WECQC,Male,23,95.30,2192.90,Month-to-month,"Fiber optic","Mailed check",Loyal,No
8999-YPYBV,Male,45,84.35,3858.05,"Two year",DSL,"Mailed check",Loyal,No
3164-AALRN,Male,5,70.00,347.40,"One year",DSL,"Mailed check",New,Yes
3071-MVJCD,Male,72,82.30,5815.15,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
1697-BCSHV,Female,58,66.80,3970.40,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0562-KBDVM,Female,70,44.60,3058.15,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
1131-SUEKT,Male,61,98.45,6145.20,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3717-OEAUQ,Male,2,70.70,129.20,Month-to-month,"Fiber optic","Mailed check",New,No
3334-CTHOL,Female,1,49.95,49.95,Month-to-month,DSL,"Bank transfer (automatic)",New,Yes
4704-ERYFC,Female,22,69.25,1554.00,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9432-RUVSL,Female,48,102.50,4904.25,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
8060-HIWJJ,Male,64,86.55,5632.55,"Two year",DSL,"Credit card (automatic)",Loyal,No
9089-UOWJG,Female,12,58.35,740.55,Month-to-month,DSL,"Credit card (automatic)",Mid,No
8621-MNIHH,Female,34,94.25,3217.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
8039-ACLPL,Female,72,68.75,4888.20,"Two year",DSL,"Credit card (automatic)",Loyal,No
9885-AIBVB,Male,29,85.80,2440.25,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2272-JKMSI,Female,62,110.80,6840.95,"One year","Fiber optic","Electronic check",Loyal,No
0471-LVHGK,Male,41,73.00,3001.20,"One year",DSL,"Electronic check",Loyal,Yes
9518-RWHZL,Female,64,100.05,6254.20,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
8714-CTZJW,Female,4,82.85,319.60,Month-to-month,"Fiber optic","Credit card (automatic)",New,No
3569-EDBPQ,Female,24,84.35,1938.05,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5419-CONWX,Female,4,99.80,442.85,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
6240-EURKS,Female,18,35.00,553.00,Month-to-month,DSL,"Electronic check",Loyal,Yes
2373-NTKOD,Male,8,66.25,546.45,Month-to-month,DSL,"Electronic check",Mid,No
6960-HVYXR,Female,1,76.00,76.00,Month-to-month,"Fiber optic","Electronic check",New,Yes
0895-UADGO,Male,8,44.55,343.45,"Two year",DSL,"Mailed check",Mid,No
5678-VFNEQ,Female,71,104.10,7412.25,"One year","Fiber optic","Credit card (automatic)",Loyal,No
5977-CKHON,Female,43,92.55,4039.00,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7024-OHCCK,Female,2,93.85,170.85,Month-to-month,"Fiber optic","Electronic check",New,Yes
2692-BUCFV,Male,29,101.45,2948.60,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7861-UVUFT,Female,15,84.30,1308.40,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1830-GGFNM,Male,65,94.55,6078.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
5302-BDJNT,Male,35,95.50,3418.20,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5223-UZAVK,Male,64,100.30,6603.80,"One year","Fiber optic","Credit card (automatic)",Loyal,No
4859-ZSRDZ,Female,58,55.50,3166.90,"Two year",DSL,"Credit card (automatic)",Loyal,No
5651-WYIPH,Female,18,49.85,865.75,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
9350-VLHMB,Male,67,89.55,6373.10,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
8785-CJSHH,Female,60,99.80,5985.75,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5357-TZHPP,Male,9,84.40,732.50,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,Yes
3870-SPZSI,Female,70,113.05,7869.05,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0680-DFNNY,Male,15,101.10,1504.05,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7077-XJMET,Male,12,74.15,741.40,Month-to-month,DSL,"Electronic check",Mid,No
8752-GHJFU,Male,71,92.00,6585.20,"One year","Fiber optic","Electronic check",Loyal,No
6896-SRVYQ,Male,44,73.85,3122.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7767-UXAGJ,Male,1,50.45,50.45,Month-to-month,DSL,"Electronic check",New,Yes
6718-BDGHG,Female,43,64.85,2908.20,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6439-LAJXL,Male,9,68.95,593.85,Month-to-month,DSL,"Mailed check",Mid,No
1571-SAVHK,Male,12,99.95,1132.75,Month-to-month,"Fiber optic","Mailed check",Mid,Yes
9052-VKDUW,Female,65,109.40,7227.45,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
9546-CQJSU,Female,2,91.40,193.60,Month-to-month,"Fiber optic","Electronic check",New,Yes
1666-JZPZT,Male,27,49.00,1291.35,Month-to-month,DSL,"Mailed check",Loyal,No
5777-KJIRB,Female,40,50.25,2023.55,"One year",DSL,"Mailed check",Loyal,No
0506-LVNGN,Female,5,75.55,349.65,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
2480-EJWYP,Female,58,97.80,5458.80,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3253-HKOKL,Female,52,100.30,5244.45,"One year","Fiber optic","Electronic check",Loyal,No
7055-HNEOJ,Male,3,55.80,154.55,Month-to-month,DSL,"Mailed check",New,No
5514-YQENT,Male,41,111.15,4507.15,"Two year","Fiber optic","Electronic check",Loyal,No
3211-AAPKX,Male,20,98.55,2031.95,Month-to-month,"Fiber optic","Mailed check",Loyal,No
8445-DNBAE,Male,1,50.05,50.05,Month-to-month,DSL,"Electronic check",New,No
2951-QOQTK,Male,4,80.80,332.45,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
6890-PFRQX,Male,18,69.50,1199.40,Month-to-month,DSL,"Mailed check",Loyal,No
0222-CNVPT,Male,52,48.80,2555.05,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
5899-OUVKV,Male,31,94.50,2979.20,Month-to-month,"Fiber optic","Electronic check",Loyal,No
1621-YNCJH,Female,36,106.05,3834.40,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3473-XIIIT,Female,16,100.00,1534.75,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6362-QHAFM,Male,42,108.30,4586.15,"One year","Fiber optic","Electronic check",Loyal,No
3070-BDOQC,Female,60,99.65,5941.05,"Two year","Fiber optic","Electronic check",Loyal,No
2952-QAYZF,Male,5,85.30,424.15,Month-to-month,"Fiber optic","Electronic check",New,Yes
6234-PFPXL,Male,22,95.90,2234.95,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
4763-PGDPO,Female,4,70.40,281.00,Month-to-month,"Fiber optic","Electronic check",New,Yes
4283-IVYCI,Male,9,64.95,547.80,Month-to-month,DSL,"Mailed check",Mid,No
1866-OBPNR,Male,1,74.60,74.60,Month-to-month,"Fiber optic","Credit card (automatic)",New,No
8205-MQUGY,Male,12,49.20,571.15,Month-to-month,DSL,"Electronic check",Mid,No
8970-ANWXO,Female,23,73.75,1756.60,"One year",DSL,"Mailed check",Loyal,No
9480-BQJEI,Male,62,92.30,5731.45,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
5394-SVGJV,Male,37,98.80,3475.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
9777-WJJPR,Male,31,88.65,2683.20,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
9283-LZQOH,Male,13,74.40,896.75,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
7079-QRCBC,Female,24,98.75,2407.30,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9495-SKLKD,Male,45,95.95,4456.65,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
6048-UWKAL,Female,69,105.40,6998.95,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
5469-CTCWN,Male,61,106.00,6547.70,"One year","Fiber optic","Electronic check",Loyal,Yes
9851-QXEEQ,Male,41,104.70,4346.40,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6281-FKEWS,Female,44,49.05,2265.00,"One year",DSL,"Electronic check",Loyal,No
8898-KASCD,Male,39,35.55,1309.15,"One year",DSL,"Mailed check",Loyal,No
9242-TKFSV,Male,72,65.10,4754.30,"Two year",DSL,"Credit card (automatic)",Loyal,No
9290-SHCMB,Female,13,96.85,1235.55,Month-to-month,"Fiber optic","Electronic check",Loyal,No
0743-HNPFG,Female,51,69.75,3562.50,"One year",DSL,"Credit card (automatic)",Loyal,No
2277-BKJKN,Female,71,99.20,7213.75,"Two year","Fiber optic","Electronic check",Loyal,No
9809-IMGCQ,Male,22,96.70,2082.95,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
5208-HFSBT,Female,2,55.05,102.75,Month-to-month,DSL,"Credit card (automatic)",New,Yes
5035-PGZXH,Female,56,106.80,5914.40,"One year","Fiber optic","Electronic check",Loyal,No
8695-WDYEA,Male,1,51.25,51.25,Month-to-month,DSL,"Mailed check",New,No
6543-JXSOO,Female,23,57.75,1282.85,"One year",DSL,"Mailed check",Loyal,No
8016-ZMGMO,Female,66,70.85,4738.85,"One year",DSL,"Bank transfer (automatic)",Loyal,No
3254-YRILK,Male,19,88.20,1775.80,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6416-YJTTB,Male,11,79.50,795.65,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,No
4472-VESGY,Female,52,98.15,4993.40,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
3128-YOVTD,Female,51,79.15,4018.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
0529-ONKER,Male,15,75.65,1146.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1728-CXQBE,Male,64,94.25,6081.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7041-TXQJH,Female,37,40.20,1478.85,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
5724-BIDBU,Male,49,55.35,2633.95,"One year",DSL,"Electronic check",Loyal,No
0481-SUMCB,Female,45,102.15,4735.35,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
1769-GRUIK,Female,18,71.10,1247.75,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5240-IJOQT,Male,1,74.70,74.70,Month-to-month,"Fiber optic","Electronic check",New,Yes
8819-WFGGJ,Male,68,54.10,3794.50,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
2811-POVEX,Female,23,88.45,2130.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
1092-GANHU,Male,17,76.65,1313.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7898-PDWQE,Male,71,80.40,5727.15,"Two year",DSL,"Credit card (automatic)",Loyal,No
9314-IJWSQ,Female,14,84.80,1203.90,Month-to-month,"Fiber optic","Electronic check",Loyal,No
0661-XEYAN,Female,1,25.80,25.80,Month-to-month,DSL,"Mailed check",New,Yes
1921-KYSAY,Female,41,68.60,2877.05,"One year",DSL,"Electronic check",Loyal,No
6198-RTPMF,Female,17,92.60,1579.70,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2924-KHUVI,Male,56,100.55,5514.95,"One year","Fiber optic","Electronic check",Loyal,No
7881-EVUAD,Female,2,42.60,72.40,Month-to-month,DSL,"Electronic check",New,Yes
9207-ZPANB,Male,37,67.45,2443.30,"One year",DSL,"Electronic check",Loyal,No
5766-XQXMQ,Female,29,68.85,1970.50,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
9327-QSDED,Male,8,43.55,335.40,Month-to-month,DSL,"Mailed check",Mid,No
1656-DRSMG,Female,63,109.85,7002.95,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
2984-AFWNC,Female,3,95.40,293.15,Month-to-month,"Fiber optic","Electronic check",New,No
8096-LOIST,Female,19,56.20,1093.40,Month-to-month,DSL,"Electronic check",Loyal,No
3703-VAVCL,Male,2,90.00,190.05,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
8519-QJGJD,Female,14,75.35,1025.95,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7905-NJMXS,Male,7,64.20,475.00,Month-to-month,DSL,"Electronic check",Mid,No
2882-WDTBA,Male,69,75.75,5388.15,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
