,tenure,MonthlyCharges,TotalCharges,gender_Male,Contract_One year,Contract_Two year,InternetService_Fiber optic,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_Mid,tenure_group_New,Churn_Yes
1652,37,99.2,3754.6,False,True,False,True,False,True,False,False,False,True
1653,18,80.55,1406.65,True,False,False,True,True,False,False,False,False,False
1654,11,70.2,834.7,True,False,False,True,False,True,False,True,False,False
1655,8,85.2,627.4,False,False,False,True,True,False,False,True,False,True
1656,3,75.25,242.0,False,False,False,True,False,True,False,False,True,True
1657,55,59.45,3157.0,True,True,False,False,True,False,False,False,False,False
1658,33,93.35,3092.0,True,False,False,True,False,True,False,False,False,False
1659,46,44.95,2168.9,False,False,False,False,False,False,False,False,False,False
1660,33,59.4,1952.8,False,True,False,False,False,True,False,False,False,False
1661,45,95.0,4368.85,True,True,False,True,True,False,False,False,False,False
1662,40,61.9,2647.1,True,False,False,False,False,False,True,False,False,False
1663,71,118.65,8477.6,False,False,True,True,False,True,False,False,False,False
1664,1,54.35,54.35,True,False,False,False,False,True,False,False,True,True
1665,72,64.45,4528.0,False,False,True,False,False,False,False,False,False,False
1666,22,80.15,1790.65,False,False,False,True,False,True,False,False,False,False
1667,12,75.85,854.45,False,True,False,False,False,False,True,True,False,False
1668,31,80.45,2429.1,True,False,False,True,False,True,False,False,False,False
1669,5,24.95,100.4,True,False,False,False,False,True,False,False,True,True
1670,67,75.5,5229.45,False,False,True,False,False,True,False,False,False,False
1671,1,44.45,44.45,True,False,False,False,False,False,True,False,True,False
1672,40,42.35,1716.45,True,True,False,False,False,True,False,False,False,True
1673,41,74.55,3023.55,True,False,False,False,True,False,False,False,False,False
1674,1,75.3,75.3,True,False,False,True,False,True,False,False,True,True
1675,51,94.8,4837.6,True,True,False,True,False,True,False,False,False,True
1676,42,48.15,2032.3,True,False,True,False,True,False,False,False,False,False
1677,1,70.55,70.55,False,False,False,True,False,True,False,False,True,True
1678,56,106.6,5893.95,False,False,False,True,True,False,False,False,False,False
1679,15,91.0,1430.05,True,False,False,True,False,True,False,False,False,False
1680,54,69.95,3871.85,False,False,True,False,False,False,False,False,False,False
1681,7,66.85,458.1,False,False,False,False,False,True,False,True,False,False
1682,33,86.15,2745.7,False,False,False,True,True,False,False,False,False,True
1683,21,64.85,1336.8,False,True,False,False,False,False,True,False,False,False
1684,30,74.85,2181.75,True,False,True,False,False,True,False,False,False,False
1685,3,50.5,147.75,True,False,False,False,False,False,True,False,True,False
1686,11,72.9,818.45,True,False,False,True,False,True,False,True,False,False
1687,62,115.05,7133.45,False,True,False,True,True,False,False,False,False,False
1688,46,101.1,4674.4,False,True,False,True,False,True,False,False,False,False
1689,21,84.1,1737.45,True,False,False,True,False,True,False,False,False,False
1690,1,50.1,50.1,False,False,False,False,False,True,False,False,True,False
1691,25,74.6,1797.75,False,False,False,True,False,True,False,False,False,False
1692,30,85.0,2624.25,False,False,False,True,False,True,False,False,False,True
1693,2,80.55,184.1,False,False,False,True,False,True,False,False,True,True
1694,51,106.8,5498.8,True,True,False,True,False,False,False,False,False,False
1695,57,84.5,4845.4,False,False,True,False,False,True,False,False,False,False
1696,72,83.7,6096.9,False,False,True,False,False,False,False,False,False,False
1697,2,75.8,160.75,False,False,False,True,False,True,False,False,True,True
1698,28,96.6,2684.35,True,False,False,True,True,False,False,False,False,False
1699,29,98.5,3004.15,True,False,False,True,False,True,False,False,False,True
1700,70,101.1,6994.8,True,False,True,True,True,False,False,False,False,False
1701,59,94.05,5483.9,False,True,False,True,False,True,False,False,False,False
1702,13,95.25,1233.65,True,False,False,True,False,True,False,False,False,True
1703,7,74.4,527.9,True,False,False,True,False,False,True,True,False,True
1704,62,81.0,4985.9,False,False,True,False,False,False,True,False,False,False
1705,21,60.25,1258.35,False,True,False,False,False,True,False,False,False,False
1706,2,60.85,111.4,False,False,False,False,False,True,False,False,True,False
1707,1,43.95,43.95,False,False,False,False,True,False,False,False,True,False
1708,4,86.05,308.1,True,False,False,True,False,True,False,False,True,False
1709,30,85.15,2555.9,False,False,False,True,False,True,False,False,False,True
1710,72,102.65,7550.3,True,False,True,True,True,False,False,False,False,False
1711,71,95.5,6707.15,True,False,True,True,True,False,False,False,False,False
1712,50,84.15,4164.4,False,True,False,False,True,False,False,False,False,False
1713,56,103.2,5873.75,True,False,True,True,False,True,False,False,False,False
1714,2,50.2,109.25,True,False,False,False,True,False,False,False,True,False
1715,2,88.55,179.25,False,False,False,True,False,True,False,False,True,True
1716,24,54.75,1338.15,True,False,False,False,False,True,False,False,False,True
1717,71,116.25,8564.75,True,False,True,True,False,True,False,False,False,False
1718,29,31.2,926.2,False,False,False,False,False,True,False,False,False,False
1719,71,84.2,5956.85,True,False,True,False,True,False,False,False,False,False
1720,1,91.3,91.3,False,False,False,True,False,True,False,False,True,True
1721,56,85.65,4824.45,True,False,True,False,False,False,False,False,False,False
1722,1,79.5,79.5,True,False,False,True,False,True,False,False,True,True
1723,66,63.85,4264.6,True,False,False,False,False,True,False,False,False,False
1724,17,61.95,1070.7,False,True,False,False,False,False,True,False,False,False
1725,19,58.2,1045.25,False,True,False,False,False,True,False,False,False,False
1726,36,85.85,3003.55,False,True,False,False,False,False,False,False,False,False
1727,7,70.1,467.55,True,False,False,True,False,False,True,True,False,True
1728,72,104.9,7537.5,True,True,False,True,True,False,False,False,False,False
1729,67,111.3,7482.1,True,True,False,True,False,True,False,False,False,True
1730,34,99.85,3343.15,True,True,False,True,False,True,False,False,False,False
1731,57,95.25,5427.05,True,False,False,True,False,False,False,False,False,True
1732,7,86.25,587.1,False,False,False,True,False,True,False,True,False,True
1733,1,100.8,100.8,False,False,False,True,False,True,False,False,True,True
1734,69,104.0,7028.5,False,False,True,True,False,True,False,False,False,False
1735,50,104.4,5232.9,False,True,False,True,False,False,True,False,False,False
1736,14,86.3,1180.95,False,False,False,True,False,True,False,False,False,True
1737,70,49.85,3370.2,False,False,True,False,False,False,False,False,False,False
1738,64,108.95,7111.3,False,False,False,True,False,False,False,False,False,False
1739,66,89.9,5958.85,False,False,True,False,True,False,False,False,False,False
1740,71,82.0,5999.85,False,False,True,False,True,False,False,False,False,False
1741,20,89.95,1648.45,True,False,False,True,False,True,False,False,False,False
1742,72,79.35,5753.25,True,False,True,False,False,False,False,False,False,False
1743,71,64.05,4492.9,False,False,True,False,True,False,False,False,False,False
1744,38,101.15,3956.7,True,False,False,True,True,False,False,False,False,False
1745,28,89.95,2625.55,False,False,False,True,False,True,False,False,False,True
1746,17,76.45,1233.4,True,False,False,True,False,True,False,False,False,True
1747,33,39.1,1309.0,True,True,False,False,False,True,False,False,False,False
1748,23,34.6,813.45,False,False,True,False,False,False,True,False,False,False
1749,70,104.45,7349.35,False,False,True,True,False,False,False,False,False,False
1750,4,70.5,294.2,True,False,False,True,False,True,False,False,True,False
1751,10,70.0,740.0,True,False,False,True,False,True,False,True,False,True
1752,54,69.9,3883.3,True,False,False,False,False,False,True,False,False,False
1753,23,59.7,1414.2,True,False,True,False,False,False,True,False,False,False
1754,41,78.35,3211.2,False,True,False,False,True,False,False,False,False,False
1755,5,71.45,371.6,True,False,False,True,False,False,True,False,True,False
1756,27,45.85,1246.4,True,True,False,False,True,False,False,False,False,False
1757,1,95.85,95.85,False,False,False,True,False,True,False,False,True,False
1758,67,35.7,2545.7,False,False,True,False,True,False,False,False,False,False
1759,72,89.55,6448.85,False,False,True,False,True,False,False,False,False,False
1760,66,100.8,6690.75,False,False,False,True,False,True,False,False,False,False
1761,34,64.4,2088.75,False,True,False,False,False,False,True,False,False,True
1762,69,105.35,7240.65,False,False,True,True,False,False,False,False,False,False
1763,1,102.45,102.45,False,False,False,True,False,True,False,False,True,True
1764,30,54.45,1588.7,True,False,False,False,False,False,False,False,False,False
1765,11,70.5,829.3,False,False,False,False,False,False,True,True,False,False
1766,11,69.35,712.25,True,False,False,False,False,True,False,True,False,False
1767,72,74.4,5360.75,True,False,True,False,False,False,False,False,False,False
1768,72,93.05,6735.05,True,False,True,True,False,False,False,False,False,False
1769,1,51.2,51.2,False,False,False,False,False,False,True,False,True,False
1770,15,65.6,1010.0,False,True,False,False,True,False,False,False,False,False
1771,60,80.55,4847.05,False,True,False,False,True,False,False,False,False,False
1772,56,52.7,3019.7,True,True,False,False,False,False,True,False,False,False
1773,3,80.1,217.55,False,False,False,True,True,False,False,False,True,True
1774,49,52.15,2583.75,False,False,False,False,True,False,False,False,False,False
1775,2,80.2,146.05,False,False,False,True,False,True,False,False,True,True
1776,6,98.15,567.45,False,False,False,True,False,False,False,False,True,True
1777,70,114.95,7711.25,True,False,True,True,False,False,False,False,False,False
1778,12,112.95,1384.75,True,False,False,True,False,False,True,True,False,True
1779,52,104.45,5481.25,True,True,False,True,False,False,False,False,False,False
1780,72,113.65,8124.2,False,False,True,True,True,False,False,False,False,False
1781,1,70.9,70.9,False,False,False,True,False,False,True,False,True,True
1782,3,86.85,220.95,False,False,False,True,False,True,False,False,True,True
1783,40,91.55,3673.6,False,False,False,True,False,True,False,False,False,False
1784,1,49.85,49.85,True,False,False,False,False,True,False,False,True,False
1785,23,99.85,2331.3,True,False,False,True,False,True,False,False,False,True
1786,1,74.5,74.5,True,False,False,True,False,True,False,False,True,True
1787,44,104.15,4495.65,False,False,False,True,False,True,False,False,False,False
1788,65,109.15,6941.2,True,False,False,True,False,True,False,False,False,True
1789,7,48.2,340.35,False,False,False,False,False,True,False,True,False,False
1790,8,100.15,908.55,False,False,False,True,True,False,False,True,False,False
1791,16,65.2,1043.35,False,False,False,False,True,False,False,False,False,True
1792,66,99.5,6822.15,True,False,False,True,True,False,False,False,False,True
1793,1,71.55,71.55,True,False,False,True,False,False,True,False,True,True
1794,3,55.9,157.55,True,False,False,False,False,False,True,False,True,False
1795,53,93.9,5029.2,True,False,False,True,False,True,False,False,False,True
1796,8,64.4,581.7,True,False,False,False,True,False,False,True,False,False
1797,69,108.4,7318.2,True,False,True,True,False,False,False,False,False,True
1798,5,85.3,420.45,False,False,False,True,False,False,True,False,True,False
1799,72,107.45,7576.7,False,False,True,True,False,False,True,False,False,False
1800,13,48.75,633.4,False,False,False,False,False,False,False,False,False,True
1801,4,85.65,321.65,False,False,False,True,False,True,False,False,True,True
1802,54,91.3,4965.0,False,False,True,False,True,False,False,False,False,False
1803,72,85.95,6151.9,True,False,True,False,False,False,False,False,False,False
1804,12,106.7,1253.9,True,False,False,True,False,True,False,True,False,True
1805,1,25.15,25.15,True,False,False,False,False,True,False,False,True,True
1806,1,45.2,45.2,True,False,False,False,False,True,False,False,True,False
1807,54,110.35,5893.15,False,True,False,True,False,True,False,False,False,True
1808,69,79.2,5420.65,True,False,True,True,True,False,False,False,False,False
1809,48,55.5,2627.35,False,False,True,False,True,False,False,False,False,False
1810,48,103.25,5037.55,False,True,False,True,True,False,False,False,False,True
1811,8,90.25,743.75,False,False,False,True,False,True,False,True,False,False
1812,71,91.25,6589.6,True,False,True,False,False,False,True,False,False,False
1813,2,47.8,92.45,True,False,False,False,False,True,False,False,True,True
1814,67,100.9,6733.15,True,True,False,True,True,False,False,False,False,False
1815,34,97.7,3410.0,True,False,False,True,False,False,False,False,False,False
1816,3,69.85,199.85,False,False,False,True,False,True,False,False,True,False
1817,9,65.6,593.3,False,True,False,False,False,False,True,True,False,False
1818,71,104.65,7288.4,True,True,False,True,False,False,False,False,False,False
1819,57,90.45,5229.8,True,False,True,True,True,False,False,False,False,False
1820,72,63.7,4464.8,True,False,True,False,False,False,False,False,False,False
1821,48,104.5,5068.05,False,False,False,True,False,True,False,False,False,False
1822,43,104.3,4451.85,True,True,False,True,True,False,False,False,False,False
1823,72,93.25,6688.95,False,False,True,False,False,False,False,False,False,False
1824,35,73.45,2661.1,True,True,False,False,False,False,False,False,False,False
1825,71,100.5,7030.65,False,False,True,True,False,False,False,False,False,False
1826,11,90.6,1020.2,True,False,False,True,False,True,False,True,False,False
1827,63,89.4,5597.65,True,False,True,False,True,False,False,False,False,False
1828,65,95.45,6223.3,False,False,False,True,False,False,False,False,False,False
1829,29,98.6,2933.2,False,False,False,True,True,False,False,False,False,True
1830,15,83.05,1258.3,False,False,False,True,False,True,False,False,False,True
1831,72,109.15,7789.6,False,True,False,True,True,False,False,False,False,False
1832,26,85.7,2067.0,False,False,False,True,True,False,False,False,False,False
1833,35,102.05,3452.55,False,False,False,True,False,False,False,False,False,False
1834,57,94.7,5468.95,False,True,False,True,False,True,False,False,False,False
1835,28,64.4,1802.15,True,False,False,False,False,True,False,False,False,False
1836,47,66.05,3021.45,False,True,False,False,True,False,False,False,False,False
1837,57,65.2,3687.85,False,False,False,False,False,False,False,False,False,False
1838,16,85.05,1391.15,True,False,False,True,True,False,False,False,False,False
1839,5,55.8,274.35,True,False,False,False,False,False,True,False,True,False
1840,17,70.4,1214.05,True,False,False,True,False,False,False,False,False,True
1841,56,104.75,5510.65,False,True,False,True,False,False,False,False,False,True
1842,21,94.25,1973.75,False,False,False,True,False,True,False,False,False,True
1843,48,45.0,2196.3,False,True,False,False,True,False,False,False,False,False
1844,68,114.9,7843.55,False,False,True,True,False,False,False,False,False,False
1845,30,106.4,3211.9,False,False,False,True,False,False,False,False,False,False
1846,3,46.1,130.15,False,False,False,False,False,False,True,False,True,False
1847,14,39.7,692.35,False,False,True,False,False,False,True,False,False,False
1848,71,95.75,6849.4,False,False,True,True,True,False,False,False,False,False
1849,61,33.6,2117.2,True,False,False,False,False,False,False,False,False,False
1850,72,90.45,6565.85,True,False,True,True,False,False,False,False,False,False
1851,5,84.0,424.75,False,False,False,True,False,True,False,False,True,False
1852,49,67.4,3306.85,False,False,True,False,False,False,False,False,False,False
1853,3,80.35,253.8,True,False,False,True,False,True,False,False,True,False
1854,67,54.2,3838.2,True,False,True,False,False,False,False,False,False,False
1855,46,45.2,2065.15,True,False,False,False,True,False,False,False,False,False
1856,67,75.1,5064.45,False,True,False,False,False,False,True,False,False,False
1857,33,72.75,2447.45,True,False,False,False,False,False,False,False,False,False
1858,1,45.95,45.95,False,False,False,False,False,False,True,False,True,True
1859,49,39.2,1838.15,True,False,False,False,False,True,False,False,False,False
1860,1,44.75,44.75,True,False,False,False,False,True,False,False,True,False
1861,14,82.65,1185.0,True,False,False,True,False,True,False,False,False,False
1862,18,93.9,1743.9,True,False,False,True,False,False,False,False,False,False
1863,1,70.15,70.15,False,False,False,True,False,True,False,False,True,True
1864,1,85.55,85.55,False,False,False,True,True,False,False,False,True,True
1865,72,117.15,8529.5,False,False,True,True,True,False,False,False,False,False
1866,64,99.25,6549.45,True,False,True,True,True,False,False,False,False,False
1867,69,112.55,7806.5,True,False,True,True,False,False,False,False,False,False
1868,71,90.3,6287.3,True,False,True,False,True,False,False,False,False,False
1869,66,49.4,3251.85,False,True,False,False,True,False,False,False,False,False
1870,71,109.7,7904.25,False,False,True,True,False,False,False,False,False,False
1871,11,61.25,729.95,True,True,False,False,False,True,False,True,False,False
1872,47,55.3,2654.05,True,False,False,False,False,True,False,False,False,False
1873,35,70.3,2416.55,False,False,False,True,False,True,False,False,False,True
1874,32,106.35,3520.75,True,False,False,True,False,False,False,False,False,True
1875,60,103.75,5969.95,True,False,False,True,False,False,False,False,False,False
1876,29,39.5,1082.75,False,True,False,False,True,False,False,False,False,False
1877,21,26.05,565.75,True,False,False,False,False,True,False,False,False,False
1878,48,91.05,4370.75,True,False,False,True,True,False,False,False,False,False
1879,3,29.65,90.05,False,False,False,False,False,False,True,False,True,False
1880,43,50.2,2169.4,False,False,False,False,False,False,True,False,False,False
1881,5,105.3,550.6,True,False,False,True,False,True,False,False,True,False
1882,1,55.45,55.45,False,False,False,False,False,True,False,False,True,False
1883,71,85.45,6300.85,True,True,False,False,False,True,False,False,False,False
1884,8,59.25,436.6,True,False,False,False,False,True,False,True,False,False
1885,20,90.7,1781.35,True,False,False,True,True,False,False,False,False,False
1886,33,103.7,3467.0,False,True,False,True,False,False,True,False,False,True
1887,71,79.05,5552.5,True,True,False,True,True,False,False,False,False,False
1888,31,90.7,2835.5,False,True,False,True,False,True,False,False,False,False
1889,38,95.0,3591.25,False,True,False,True,True,False,False,False,False,False
1890,1,88.35,88.35,True,False,False,True,False,True,False,False,True,True
1891,2,30.25,63.75,False,False,False,False,False,False,True,False,True,False
1892,12,49.85,617.15,False,False,False,False,False,False,False,True,False,False
1893,9,93.0,870.25,False,False,False,True,False,False,False,True,False,False
1894,11,54.55,601.25,True,False,False,False,False,True,False,True,False,False
1895,71,84.8,6046.1,False,True,False,False,False,False,False,False,False,False
1896,42,94.45,3923.8,False,True,False,True,True,False,False,False,False,False
1897,8,94.2,777.3,False,False,False,True,False,True,False,True,False,True
1898,5,96.25,512.45,False,False,False,True,False,True,False,False,True,True
1899,2,70.7,141.45,False,False,False,True,False,True,False,False,True,True
1900,28,60.0,1682.05,True,True,False,False,True,False,False,False,False,False
1901,43,80.45,3398.9,False,False,False,True,False,True,False,False,False,False
1902,60,84.95,4984.85,True,False,True,False,False,True,False,False,False,False
1903,42,33.55,1445.3,False,True,False,False,False,False,True,False,False,True
1904,7,49.65,305.55,True,False,True,False,True,False,False,True,False,False
1905,40,94.55,3640.45,False,False,False,True,True,False,False,False,False,True
1906,27,100.5,2673.45,True,True,False,True,False,False,False,False,False,False
1907,10,35.75,389.8,True,False,False,False,False,True,False,True,False,False
1908,27,86.45,2401.05,False,False,False,True,False,False,False,False,False,False
1909,11,53.8,651.55,False,True,False,False,False,False,False,True,False,False
1910,4,38.55,156.1,True,False,False,False,True,False,False,False,True,False
1911,68,39.9,2796.35,True,False,False,False,False,False,False,False,False,False
1912,1,70.05,70.05,True,False,False,True,False,True,False,False,True,False
1913,57,112.95,6465.0,False,False,True,True,False,False,False,False,False,True
1914,17,35.65,646.05,False,False,False,False,True,False,False,False,False,False
1915,1,35.9,35.9,True,False,False,False,False,True,False,False,True,True
1916,38,99.25,3777.15,True,False,False,True,False,False,False,False,False,True
1917,59,82.95,4903.15,True,True,False,True,True,False,False,False,False,False
1918,30,55.65,1653.85,True,False,True,False,False,False,True,False,False,False
1919,2,24.45,47.5,True,False,False,False,False,False,True,False,True,True
1920,9,50.8,463.6,True,True,False,False,False,False,True,True,False,False
1921,14,59.8,824.85,False,False,False,False,True,False,False,False,False,False
1922,31,73.55,2094.65,False,False,False,True,True,False,False,False,False,False
1923,7,61.4,438.9,False,False,False,False,False,True,False,True,False,False
1924,8,103.35,847.3,False,False,False,True,False,False,False,True,False,True
1925,2,81.5,162.55,False,False,False,True,False,False,True,False,True,False
1926,7,84.8,546.95,True,False,False,True,False,True,False,True,False,True
1927,72,109.55,7887.25,False,False,True,True,True,False,False,False,False,False
1928,31,99.95,3186.65,False,False,False,True,False,True,False,False,False,True
1929,27,74.4,1972.35,False,False,False,True,False,False,True,False,False,False
1930,18,90.0,1527.35,False,False,False,True,True,False,False,False,False,True
1931,7,74.9,490.55,True,False,False,True,False,True,False,True,False,False
1932,14,104.85,1531.4,False,False,False,True,False,True,False,False,False,True
1933,11,59.65,683.25,True,False,False,False,False,False,False,True,False,False
1934,72,110.45,8058.85,False,False,True,True,False,False,False,False,False,False
1935,28,106.1,2847.4,True,True,False,True,False,True,False,False,False,True
1936,15,74.2,1133.9,True,False,False,True,True,False,False,False,False,True
1937,4,74.45,294.45,False,False,False,True,False,True,False,False,True,False
1938,5,89.35,461.7,False,False,False,True,False,True,False,False,True,True
1939,57,90.65,5199.8,True,True,False,True,False,True,False,False,False,False
1940,50,105.05,5163.3,True,False,True,True,True,False,False,False,False,False
1941,1,70.45,70.45,True,False,False,False,False,False,False,False,True,False
1942,8,85.65,659.45,True,False,False,True,False,False,False,True,False,False
1943,1,77.15,77.15,False,False,False,True,False,True,False,False,True,True
1944,1,35.25,35.25,True,False,False,False,False,False,False,False,True,True
1945,49,97.95,4917.9,True,True,False,True,False,True,False,False,False,False
1946,4,48.55,201.0,True,False,False,False,False,True,False,False,True,True
1947,53,98.4,5149.5,False,False,False,True,True,False,False,False,False,True
1948,67,70.9,4677.1,True,False,True,False,True,False,False,False,False,False
1949,47,106.35,4849.1,False,False,False,True,False,True,False,False,False,False
1950,53,99.5,5424.25,False,False,True,True,False,False,True,False,False,False
1951,69,84.7,5878.9,True,False,True,False,False,False,True,False,False,False
1952,3,86.05,244.85,True,False,False,True,False,False,True,False,True,False
1953,4,44.55,220.75,True,False,False,False,False,False,True,False,True,False
1954,56,75.85,4261.2,True,False,True,False,True,False,False,False,False,False
1955,59,93.85,5574.75,True,False,False,True,False,False,False,False,False,True
1956,2,45.0,89.75,False,False,False,False,False,True,False,False,True,False
1957,46,100.7,4541.2,True,False,False,True,False,True,False,False,False,True
1958,14,80.45,1072.0,False,False,False,True,False,True,False,False,False,True
1959,28,90.45,2509.25,False,True,False,True,False,True,False,False,False,False
1960,24,60.45,1440.75,True,False,False,False,False,False,False,False,False,False
1961,31,55.25,1715.65,True,False,False,False,False,True,False,False,False,True
1962,68,78.45,5333.35,False,True,False,False,False,True,False,False,False,False
1963,39,100.55,3895.35,True,False,True,True,False,False,True,False,False,False
1964,13,54.45,706.85,True,False,False,False,False,True,False,False,False,True
1965,6,90.75,512.25,False,False,False,True,False,True,False,False,True,False
1966,35,75.35,2636.05,True,False,False,True,True,False,False,False,False,True
1967,27,53.8,1389.85,True,False,False,False,False,True,False,False,False,False
1968,41,70.2,2894.55,True,True,False,False,False,False,True,False,False,False
1969,50,75.5,4025.6,True,True,False,False,False,True,False,False,False,False
1970,2,75.7,189.2,True,False,False,True,False,True,False,False,True,True
1971,64,110.5,7069.25,False,False,True,True,True,False,False,False,False,False
1972,1,74.25,74.25,True,False,False,True,False,False,True,False,True,True
1973,29,90.1,2656.7,True,True,False,True,False,False,False,False,False,False
1974,23,68.75,1689.45,False,True,False,False,False,False,False,False,False,False
1975,25,89.7,2187.55,False,False,False,True,False,True,False,False,False,True
1976,64,115.1,7334.05,False,False,True,True,False,False,False,False,False,False
1977,16,96.4,1581.2,False,False,False,True,False,True,False,False,False,True
1978,1,69.5,69.5,True,False,False,True,False,False,False,False,True,True
1979,24,99.65,2404.85,True,False,False,True,False,False,False,False,False,False
1980,2,91.45,171.45,True,False,False,True,False,True,False,False,True,False
1981,34,84.75,2839.45,False,False,True,False,False,False,True,False,False,False
1982,36,85.25,3132.75,True,False,False,True,True,False,False,False,False,True
1983,53,78.75,3942.45,True,True,False,False,False,False,True,False,False,False
1984,72,97.75,6991.6,True,False,True,True,True,False,False,False,False,False
1985,9,83.3,803.3,False,False,False,True,False,True,False,True,False,True
1986,8,80.1,679.3,False,False,False,True,False,False,False,True,False,True
1987,45,62.7,2791.5,True,True,False,False,True,False,False,False,False,True
1988,7,100.4,715.0,False,False,False,True,False,True,False,True,False,False
1989,41,101.1,4016.2,False,True,False,True,False,False,False,False,False,False
1990,67,50.9,3281.65,True,False,True,False,True,False,False,False,False,False
1991,69,107.2,7317.1,True,True,False,True,True,False,False,False,False,False
1992,70,92.2,6474.45,False,False,True,False,False,False,False,False,False,False
1993,72,113.4,8164.1,True,False,True,True,False,False,False,False,False,False
1994,34,40.55,1325.85,True,False,True,False,False,True,False,False,False,False
1995,70,111.95,7795.95,False,False,True,True,True,False,False,False,False,False
1996,72,53.8,3952.45,False,False,True,False,True,False,False,False,False,False
1997,35,72.1,2495.15,True,True,False,False,False,False,True,False,False,False
1998,13,98.15,1230.25,True,False,False,True,False,False,True,False,False,True
1999,12,78.85,876.75,False,True,False,False,False,True,False,True,False,False
2000,62,70.75,4263.45,False,True,False,False,False,False,False,False,False,False
2001,25,76.15,1992.95,False,False,False,False,True,False,False,False,False,False
2002,52,39.1,1982.1,False,False,True,False,False,False,True,False,False,False
2003,8,69.95,562.7,True,False,False,True,True,False,False,True,False,False
2004,18,50.0,892.7,False,False,False,False,False,False,True,False,False,False
2005,8,60.0,487.75,False,False,False,False,False,True,False,True,False,False
2006,45,84.55,3713.95,True,False,False,True,False,False,True,False,False,False
2007,3,45.45,141.7,True,False,False,False,False,False,True,False,True,False
2008,72,115.55,8425.3,True,False,True,True,False,True,False,False,False,False
2009,46,93.7,4154.8,True,False,False,True,False,True,False,False,False,True
2010,71,99.0,7061.65,False,False,True,True,True,False,False,False,False,False
2011,66,50.55,3364.55,True,False,True,False,False,False,False,False,False,False
2012,25,105.95,2655.25,True,False,False,True,False,False,True,False,False,True
2013,18,82.0,1425.45,True,True,False,False,True,False,False,False,False,True
2014,65,91.55,5963.95,False,False,True,False,False,False,False,False,False,False
2015,60,95.75,5742.9,True,False,False,True,False,True,False,False,False,True
2016,30,94.05,2866.45,True,False,False,True,True,False,False,False,False,True
2017,42,100.4,4303.65,False,False,True,True,False,True,False,False,False,False
2018,1,54.75,54.75,False,False,False,False,False,False,True,False,True,True
2019,39,95.65,3759.05,True,False,False,True,False,False,False,False,False,True
2020,53,108.25,5935.1,False,False,False,True,False,False,False,False,False,False
2021,1,94.6,94.6,False,False,False,True,False,True,False,False,True,True
2022,31,98.9,2911.3,False,False,False,True,False,True,False,False,False,True
2023,30,101.3,2974.5,False,False,False,True,False,True,False,False,False,False
2024,12,105.3,1275.65,False,False,False,True,False,True,False,True,False,False
2025,57,69.85,4003.0,False,False,True,False,False,False,False,False,False,False
2026,58,65.25,3791.6,False,False,False,False,True,False,False,False,False,False
2027,8,49.4,408.25,False,False,False,False,False,True,False,True,False,False
2028,3,76.05,231.8,True,False,False,True,False,True,False,False,True,True
2029,25,88.4,2191.15,False,False,False,True,False,False,False,False,False,False
2030,57,100.6,5611.7,False,False,False,True,False,True,False,False,False,False
2031,65,107.65,7082.85,False,False,True,True,False,False,False,False,False,False
2032,71,80.45,5662.25,False,False,True,False,False,False,False,False,False,False
2033,21,58.85,1215.45,False,True,False,False,True,False,False,False,False,False
2034,71,109.6,7854.15,True,True,False,True,False,True,False,False,False,False
2035,7,75.15,525.0,False,False,False,True,False,True,False,True,False,False
2036,72,73.0,5265.2,False,False,True,False,True,False,False,False,False,False
2037,1,70.1,70.1,False,False,False,True,False,True,False,False,True,False
2038,72,98.65,7129.45,False,False,True,True,False,False,False,False,False,False
2039,64,111.45,7266.95,False,True,False,True,False,True,False,False,False,False
2040,72,114.9,8496.7,False,False,True,True,False,True,False,False,False,False
2041,29,100.55,2878.75,False,False,False,True,False,False,False,False,False,False
2042,31,104.35,3205.6,False,False,False,True,False,True,False,False,False,False
2043,1,69.75,69.75,True,False,False,True,False,True,False,False,True,True
2044,7,34.5,279.25,True,False,False,False,False,True,False,True,False,True
2045,61,105.55,6281.45,True,False,False,True,False,True,False,False,False,True
2046,39,30.1,1131.3,False,False,False,False,True,False,False,False,False,True
2047,10,70.3,738.2,True,False,False,True,False,True,False,True,False,True
2048,14,80.45,1137.05,False,False,False,False,True,False,False,False,False,False
2049,1,80.2,80.2,False,False,False,True,False,False,True,False,True,True
2050,67,94.35,6341.45,False,True,False,True,True,False,False,False,False,True
2051,72,91.35,6697.2,False,False,True,False,False,False,False,False,False,False
2052,6,44.6,260.8,True,False,False,False,False,False,False,False,True,True
2053,33,110.45,3655.45,False,False,False,True,False,True,False,False,False,True
2054,18,68.35,1299.8,True,False,False,False,False,True,False,False,False,False
2055,71,79.1,5564.85,True,False,True,False,True,False,False,False,False,False
2056,28,51.0,1381.8,True,True,False,False,False,True,False,False,False,False
2057,2,80.55,188.1,False,False,False,True,True,False,False,False,True,False
2058,17,66.7,1077.05,True,False,False,False,False,False,True,False,False,False
2059,56,86.4,4922.4,True,False,False,True,False,True,False,False,False,False
2060,60,50.05,2911.5,False,True,False,False,False,True,False,False,False,False
2061,1,83.4,83.4,False,False,False,True,False,False,True,False,True,False
2062,2,70.7,140.7,True,False,False,True,True,False,False,False,True,True
2063,63,84.65,5377.8,True,False,True,True,True,False,False,False,False,False
